146,2302673,1,10 mins 29 secs,4,0.67,0,0.67,0.67,0.67,0,0,0,1.33
147,2017673,2,7 mins 5 secs,2.98,0.31,0.67,0.67,0,0.67,0.67,0,0,0
148,2718674,2,9 mins 14 secs,10,0.67,0.67,0.67,0.67,0.67,0.67,0.67,1.33,4
149,1008679,1,28 mins 44 secs,1.64,0.31,0.67,0,0,0,0,0.67,0,0
150,1008679,2,1 hour 10 mins,4.44,0.44,0,0,0,0,0.67,0.67,0,2.67
151,2114672,1,16 mins 38 secs,7.33,0.67,0.67,0.67,0.67,0.67,0.67,0,1.33,2
152,2021673,2,9 mins 36 secs,10,0.67,0.67,0.67,0.67,0.67,0.67,0.67,1.33,4
153,2811669,2,20 mins 14 secs,2.67,0.67,0,0,0.67,0,0,0,0,1.33
154,2200679,3,48 mins 44 secs,4.31,0.31,0.67,0.67,0.67,0.67,0.67,0,0.67,0
155,1321673,7,16 mins 28 secs,6,0.67,0.67,0.67,0.67,0.67,0,0.67,0,2
156,2381365,1,16 mins 58 secs,6,0.67,0,0.67,0.67,0,0,0.67,1.33,2
157,2105679,1,16 mins 2 secs,6.67,0.67,0.67,0.67,0,0,0.67,0,0,4
158,1416669,2,14 mins 9 secs,5.87,0.53,0.67,0.67,0,0,0.67,0,0,3.33
159,2721669,3,11 mins 20 secs,8.67,0.67,0.67,0.67,0.67,0.67,0.67,0,0.67,4
160,2304679,4,8 mins 32 secs,8,0.67,0,0.67,0.67,0.67,0,0,1.33,4
161,2292865,4,4 mins 27 secs,6.67,0.67,0.67,0,0,0.67,0,0,1.33,3.33
162,2321365,2,8 mins 9 secs,9.33,0.67,0.67,0.67,0.67,0.67,0.67,0,1.33,4
163,2393365,3,15 mins 15 secs,8.67,0.67,0.67,0.67,0.67,0.67,0.67,0,1.33,3.33
164,2341465,2,11 mins 19 secs,4.67,0.67,0.67,0,0.67,0,0.67,0,0.67,1.33
165,2343365,3,15 mins 15 secs,5.33,0.67,0.67,0.67,0.67,0.67,0.67,0,1.33,0
166,2341665,1,12 mins 18 secs,7.11,0.44,0.67,0.67,0.67,0,0.67,0,0.67,3.33
167,2292865,5,2 mins 57 secs,6.53,0.53,0,0.67,0.67,0.67,0,0.67,0.67,2.67
168,1021672,2,9 mins 44 secs,5.78,0.44,0.67,0.67,0.67,0,0.67,0.67,0,2
169,2301682,2,14 mins 34 secs,5.11,0.44,0,0.67,0.67,0,0.67,0.67,0,2
