134,2299676,1,2 hours 38 mins,4.57,0,0.43,0.43,0,0,0.43,0.87,0.43,0.22,0,0,1.74
135,2321465,4,10 mins 22 secs,8.48,0.87,0.87,0.43,0.43,0.43,0.43,0.87,0.43,1.3,0.43,0.65,1.3
136,2332367,2,36 mins 42 secs,7.26,0.52,0.43,0.43,0.43,0.43,0.43,0.65,0.43,0.87,0.43,0.87,1.3
137,2313683,1,40 mins 14 secs,6,0.35,0.87,0.43,0,0,0.43,0.87,0,0.87,0.43,0.43,1.3
138,1400669,5,11 mins 45 secs,10,0.87,0.87,0.43,0.43,0.43,0.43,0.87,0.43,1.74,0.43,0.87,2.17
139,2381365,3,3 mins 58 secs,3.13,0.52,0.87,0.43,0.43,0.43,0.43,0,0,0,0,0,0
140,2303686,2,13 hours 17 mins,9,0.52,0.87,0.43,0.43,0.43,0.43,0.87,0.43,1.74,0,0.65,2.17
141,2305682,3,29 mins 7 secs,8.96,0.7,0.87,0.43,0.43,0.43,0.43,0.87,0.43,0.87,0.43,0.87,2.17
142,2292865,3,24 mins 52 secs,4.87,0.52,0.22,0.43,0,0,0,0.87,0,0.87,0,0.65,1.3
143,2292865,4,9 mins 27 secs,8.28,0.35,0.87,0.43,0.11,0.43,0.43,0.87,0.43,1.3,0.43,0.87,1.74
144,2018672,1,16 mins 34 secs,3.78,0.52,0,0.43,0,0,0,0,0,1.3,0,0.22,1.3
145,2805673,2,39 mins 55 secs,8.13,0.52,0.87,0.43,0.43,0.43,0,0.87,0.43,1.74,0,0.65,1.74
146,2343365,4,15 mins 41 secs,10,0.87,0.87,0.43,0.43,0.43,0.43,0.87,0.43,1.74,0.43,0.87,2.17
147,9211865,6,10 mins 17 secs,9.83,0.7,0.87,0.43,0.43,0.43,0.43,0.87,0.43,1.74,0.43,0.87,2.17
148,2306679,2,17 mins 50 secs,5.78,0.35,0,0.43,0,0,0.43,0.87,0.43,1.3,0,0.65,1.3
149,2717687,2,44 mins 26 secs,6.65,0.35,0.87,0.43,0.43,0.43,0.43,0.65,0.43,0.43,0,0.87,1.3
150,2110679,2,14 mins 3 secs,9.39,0.7,0.87,0.43,0.43,0.43,0.43,0.87,0.43,1.74,0,0.87,2.17
151,1817689,1,36 mins 13 secs,4.78,0,0.87,0.43,0,0,0,0.43,0.43,0.65,0,0.22,1.74
152,1401685,1,22 mins 14 secs,2.35,0.17,0,0,0,0,0,0.22,0,0.87,0,0.22,0.87
153,2100669,3,52 mins 17 secs,4.48,0.35,0.43,0.43,0,0,0.43,0.43,0.43,0.87,0,0.65,0.43
154,2332367,3,19 mins 10 secs,10,0.87,0.87,0.43,0.43,0.43,0.43,0.87,0.43,1.74,0.43,0.87,2.17
155,2301682,2,16 mins 24 secs,6.13,0.7,0.87,0.43,0.43,0,0.43,0.43,0,1.09,0,0,1.74
156,6212665,2,47 mins 1 sec,5.17,0.17,0.43,0.43,0,0,0,0.65,0.43,0.43,0,0.43,2.17
157,1400685,3,1 hour 12 mins,4.5,0.7,0.43,0.43,0.11,0.43,0.43,0.43,0.43,0.43,0.43,0.22,0
158,2216669,2,18 mins 20 secs,7.83,0.87,0.43,0.43,0.43,0.43,0.43,0.87,0.43,1.3,0.43,0,1.74
159,1321673,2,2 hours 8 mins,3.13,0.52,0.43,0.43,0,0,0,0.87,0,0,0,0,0.87
160,2100669,4,14 mins 35 secs,6.91,0.17,0.43,0.43,0.43,0.43,0.43,0.87,0.43,0.22,0.43,0.87,1.74
161,2021672,2,1 hour 29 mins,6.96,0.87,0.87,0.43,0.43,0.43,0,0.87,0.43,1.09,0.43,0.22,0.87
162,3406673,2,9 mins 14 secs,7.91,0.52,0.87,0.43,0.43,0.43,0.43,0.87,0.43,1.74,0,0.87,0.87
163,2105679,1,51 mins 52 secs,5.46,0.35,0.43,0.43,0.11,0,0,0.65,0,1.3,0,0,2.17
